time_s,V_load_V,I_mA,P_mW,UVA,UVB,UVC
53.79,-0.000,-0.0,0.0,2.656,2.953,1.297
53.97,0.000,0.0,0.0,2.656,2.953,1.297
54.13,-0.000,-0.0,0.0,2.656,2.953,1.297
54.30,-0.000,0.0,0.0,2.656,2.953,1.297
54.47,-0.000,-0.0,0.0,2.656,2.953,1.297
54.64,-0.000,0.0,0.0,2.656,2.953,1.297
54.81,-0.000,0.0,0.0,2.656,2.953,1.297
54.98,-0.000,-0.1,0.0,2.656,2.953,1.297
55.15,-0.000,-0.0,0.0,2.656,2.953,1.297
55.32,-0.000,-0.1,0.0,2.656,2.953,1.297
55.49,0.000,-0.0,0.0,2.656,2.953,1.297
55.65,-0.000,-0.0,0.0,2.656,2.953,1.297
55.82,-0.000,-0.0,0.0,2.656,2.953,1.297
55.99,-0.000,-0.1,0.0,2.656,2.953,1.297
56.16,0.000,-0.0,0.0,2.656,2.953,1.297
56.33,-0.000,-0.1,0.0,2.656,2.953,1.297
56.50,-0.000,0.0,0.0,2.656,2.953,1.297
56.67,-0.000,-0.0,0.0,2.656,2.953,1.297
56.84,-0.000,-0.0,0.0,2.656,2.953,1.297
57.01,-0.000,0.0,0.0,2.656,2.953,1.297
57.18,-0.000,-0.1,0.0,2.656,2.953,1.297
57.35,-0.000,-0.0,0.0,2.656,2.953,1.297
57.52,-0.000,-0.1,0.0,2.656,2.953,1.297
57.69,-0.000,-0.1,0.0,2.656,2.953,1.297
57.85,0.000,-0.0,0.0,2.656,2.953,1.297
58.02,-0.000,-0.0,0.0,2.656,2.953,1.297
58.19,0.000,-0.1,0.0,2.656,2.953,1.297
58.36,0.000,-0.0,0.0,2.656,2.953,1.297
58.53,-0.000,0.0,0.0,2.656,2.953,1.297
58.70,0.000,0.0,0.0,2.656,2.953,1.297
58.87,0.000,-0.0,0.0,2.656,2.953,1.297
59.04,-0.000,-0.0,0.0,2.656,2.953,1.297
59.21,-0.000,0.0,0.0,2.656,2.953,1.297
59.38,-0.000,0.0,0.0,2.656,2.953,1.297
59.55,-0.000,0.0,0.0,2.656,2.953,1.297
59.72,0.000,0.0,0.0,2.656,2.953,1.297
59.88,-0.000,0.0,0.0,2.656,2.953,1.297
60.05,-0.000,-0.0,0.0,2.656,2.953,1.297
60.22,0.000,0.0,0.0,2.656,2.953,1.297
60.39,0.000,-0.0,0.0,2.656,2.953,1.297
60.56,0.000,-0.0,0.0,2.656,2.953,1.297
60.73,-0.000,-0.0,0.0,2.656,2.953,1.297
60.90,-0.000,-0.1,0.0,2.656,2.953,1.297
61.07,-0.000,0.0,0.0,2.656,2.953,1.297
61.24,0.000,-0.0,0.0,2.656,2.953,1.297
61.41,-0.000,-0.1,0.0,2.656,2.953,1.297
61.58,-0.000,-0.0,0.0,2.656,2.953,1.297
61.74,-0.000,-0.1,0.0,2.656,2.953,1.297
61.91,-0.000,-0.0,0.0,2.656,2.953,1.297
62.08,-0.000,-0.0,0.0,2.656,2.953,1.297
62.25,0.000,-0.0,0.0,2.656,2.953,1.297
62.42,0.000,-0.1,0.0,2.656,2.953,1.297
62.59,-0.000,0.0,0.0,2.656,2.953,1.297
62.76,0.000,0.0,0.0,2.656,2.953,1.297
62.93,-0.000,-0.0,0.0,2.656,2.953,1.297
63.10,0.000,-0.1,0.0,2.656,2.953,1.297
63.27,-0.000,-0.0,0.0,2.656,2.953,1.297
63.44,-0.000,-0.0,0.0,2.656,2.953,1.297
63.61,-0.000,-0.1,0.0,2.656,2.953,1.297
63.78,-0.000,0.0,0.0,2.656,2.953,1.297
63.95,0.000,-0.1,0.0,2.656,2.953,1.297
64.11,-0.000,-0.0,0.0,2.656,2.953,1.297
64.28,-0.000,-0.1,0.0,2.656,2.953,1.297
64.45,-0.000,-0.0,0.0,2.656,2.953,1.297
64.62,-0.000,-0.0,0.0,2.656,2.953,1.297
64.79,0.000,-0.0,0.0,2.656,2.953,1.297
64.96,-0.000,-0.0,0.0,2.656,2.953,1.297
65.13,-0.000,-0.0,0.0,2.656,2.953,1.297
65.30,-0.000,-0.0,0.0,2.656,2.953,1.297
65.47,-0.000,-0.0,0.0,2.656,2.953,1.297
65.64,-0.000,0.0,0.0,2.656,2.953,1.297
65.81,-0.000,0.0,0.0,2.656,2.953,1.297
65.98,-0.000,0.0,0.0,2.656,2.953,1.297
66.14,-0.000,-0.0,0.0,2.656,2.953,1.297
66.31,-0.000,-0.1,0.0,2.656,2.953,1.297
66.48,0.000,-0.0,0.0,2.656,2.953,1.297
66.65,-0.000,-0.0,0.0,2.656,2.953,1.297
66.82,-0.000,-0.1,0.0,2.656,2.953,1.297
66.99,-0.000,-0.0,0.0,2.656,2.953,1.297
67.16,0.000,-0.0,0.0,2.656,2.953,1.297
67.33,-0.000,-0.0,0.0,2.656,2.953,1.297
67.50,-0.000,-0.1,0.0,2.656,2.953,1.297
67.67,0.000,-0.0,0.0,2.656,2.953,1.297
67.84,0.000,-0.1,0.0,2.656,2.953,1.297
68.01,-0.000,-0.0,0.0,2.656,2.953,1.297
68.18,-0.000,-0.1,0.0,2.656,2.953,1.297
68.34,-0.000,-0.1,0.0,2.656,2.953,1.297
68.51,-0.000,-0.1,0.0,2.656,2.953,1.297
68.68,-0.000,-0.0,0.0,2.656,2.953,1.297
68.85,-0.000,-0.0,0.0,2.656,2.953,1.297
69.02,-0.000,-0.0,0.0,2.656,2.953,1.297
69.19,-0.000,-0.0,0.0,2.656,2.953,1.297
69.36,-0.000,-0.1,0.0,2.656,2.953,1.297
69.53,-0.000,-0.1,0.0,2.656,2.953,1.297
69.70,-0.000,-0.1,0.0,2.656,2.953,1.297
69.87,-0.000,-0.0,0.0,2.656,2.953,1.297
70.04,-0.000,-0.1,0.0,2.656,2.953,1.297
70.21,0.000,-0.0,0.0,2.656,2.953,1.297
70.37,0.000,-0.0,0.0,2.656,2.953,1.297
70.54,-0.000,-0.1,0.0,2.656,2.953,1.297
70.71,-0.000,-0.0,0.0,2.656,2.953,1.297
70.88,-0.000,0.0,0.0,2.656,2.953,1.297
71.05,-0.000,-0.1,0.0,2.656,2.953,1.297
71.22,-0.000,-0.1,0.0,2.656,2.953,1.297
71.39,-0.000,-0.0,0.0,2.656,2.953,1.297
71.56,-0.000,-0.0,0.0,2.656,2.953,1.297
71.73,-0.000,-0.1,0.0,2.656,2.953,1.297
71.90,-0.000,0.0,0.0,2.656,2.953,1.297
72.07,-0.000,-0.0,0.0,2.656,2.953,1.297
72.24,0.000,-0.1,0.0,2.656,2.953,1.297
72.40,-0.000,-0.1,0.0,2.656,2.953,1.297
72.57,-0.000,0.0,0.0,2.656,2.953,1.297
72.74,0.000,0.0,0.0,2.656,2.953,1.297
72.91,-0.000,-0.1,0.0,2.656,2.953,1.297
73.08,0.000,0.0,0.0,2.656,2.953,1.297
73.25,-0.000,0.0,0.0,2.656,2.953,1.297
73.42,-0.000,-0.1,0.0,2.656,2.953,1.297
73.59,-0.000,0.0,0.0,2.656,2.953,1.297
73.76,-0.000,-0.1,0.0,2.656,2.953,1.297
73.93,-0.000,-0.0,0.0,2.656,2.953,1.297
74.10,-0.000,0.0,0.0,2.656,2.953,1.297
74.26,-0.000,-0.1,0.0,2.656,2.953,1.297
74.43,-0.000,-0.0,0.0,2.656,2.953,1.297
74.60,0.000,-0.0,0.0,2.656,2.953,1.297
74.77,0.000,-0.0,0.0,2.656,2.953,1.297
74.94,-0.000,-0.1,0.0,2.656,2.953,1.297
75.11,-0.000,-0.0,0.0,2.656,2.953,1.297
75.28,0.000,-0.0,0.0,2.656,2.953,1.297
75.45,-0.000,-0.1,0.0,2.656,2.953,1.297
75.62,-0.000,-0.1,0.0,2.656,2.953,1.297
75.79,-0.000,0.0,0.0,2.656,2.953,1.297
75.96,-0.000,-0.0,0.0,2.656,2.953,1.297
76.13,-0.000,-0.0,0.0,2.656,2.953,1.297
76.29,0.000,-0.0,0.0,2.656,2.953,1.297
76.46,-0.000,-0.0,0.0,2.656,2.953,1.297
76.63,-0.000,-0.0,0.0,2.656,2.953,1.297
76.80,-0.000,0.0,0.0,2.656,2.953,1.297
76.97,-0.000,0.0,0.0,2.656,2.953,1.297
77.14,-0.000,-0.1,0.0,2.656,2.953,1.297
77.31,-0.000,-0.0,0.0,2.656,2.953,1.297
77.48,0.000,-0.0,0.0,2.656,2.953,1.297
77.65,0.000,-0.1,0.0,2.656,2.953,1.297
77.82,-0.000,-0.0,0.0,2.656,2.953,1.297
77.99,-0.000,-0.1,0.0,2.656,2.953,1.297
78.16,-0.000,-0.1,0.0,2.656,2.953,1.297
78.32,-0.000,-0.0,0.0,2.656,2.953,1.297
78.49,-0.000,-0.0,0.0,2.656,2.953,1.297
78.66,-0.000,-0.0,0.0,2.656,2.953,1.297
78.83,-0.000,0.0,0.0,2.656,2.953,1.297
79.00,-0.000,-0.1,0.0,2.656,2.953,1.297
79.17,-0.000,-0.0,0.0,2.656,2.953,1.297
79.34,0.000,-0.0,0.0,2.656,2.953,1.297
79.51,-0.000,-0.0,0.0,2.656,2.953,1.297
